,row,col,species,StemTag,frac
1130,15,51,red maple,281514,14.693071000482483
1131,14,47,American beech,261213,0.29330432452729893
1132,14,48,American beech,261213,3.572938549910712
1133,15,47,American beech,261213,3.6906475526139153
1134,15,48,American beech,261213,9.794426151662904
1135,22,61,American beech,331632,4.359797842177531
1136,22,62,American beech,331632,4.533313741568349
1137,23,61,American beech,331632,17.227779383584796
1138,23,62,American beech,331632,53.91933313081909
1139,24,61,American beech,331632,2.2497234093249987
1140,24,62,American beech,331632,6.906184525832053
1141,34,57,red pine,321158,1.2585472204032202
1142,34,58,red pine,321158,15.438374746941477
1143,35,58,red pine,321158,1.0965739096608467
1144,34,58,red pine,321160,7.1251845021146165
